#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
   279.3      -0.103413       -1.01772        9.14068      0.0022891
   279.4      -0.247641      0.0277179       0.372965     0.00227915
   279.5      -0.463581       0.892468       -1.59766     0.00226925
   279.6      -0.691999        1.94806        -6.8095     0.00225938
   279.7       -0.81184        2.64523        -10.901     0.00224956
   279.8      -0.699186        1.81875       -4.59929     0.00223977
   279.9      -0.518209       0.659332        2.71875     0.00223002
     280      -0.492808       0.979017        -1.1308     0.00222031
   280.1      -0.521102        1.97162       -9.75832     0.00221064
   280.2      -0.330948        1.52551        -8.4543     0.00220101
   280.3      0.0847882      -0.375444        1.46263     0.00219141
   280.4       0.475626       -2.15858        10.4577     0.00218186
   280.5       0.629764       -2.59363        10.2778     0.00217234
   280.6        0.54496       -2.10447        8.26484     0.00216286
   280.7       0.276544      -0.840375        2.84417     0.00215342
   280.8     -0.0183194       0.534918       -5.08153     0.00214402
   280.9      -0.159446       0.714258       -2.58772     0.00213465
     281      -0.207769       0.548971      -0.829158     0.00212533
   281.1      -0.259522       0.573223        0.98929     0.00211604
   281.2      -0.364619        1.48607       -5.23183     0.00210678
   281.3      -0.347564        2.03789        -10.962     0.00209757
   281.4     -0.0508905        1.05185       -8.01359     0.00208839
   281.5       0.456689       -1.18143          1.615     0.00207925
   281.6       0.912057       -3.55875        15.5797     0.00207014
   281.7        0.97971       -3.97601        17.8912     0.00206107
   281.8       0.614653       -2.10119        6.74408     0.00205204
   281.9       0.111551       0.199149       -4.50846     0.00204305
     282      -0.212806        1.10083       -6.50563     0.00203409
   282.1      -0.314318       0.716466       -1.15252     0.00202516
   282.2      -0.366395        0.51154       0.733738     0.00201628
   282.3       -0.44308       0.627652        1.70683     0.00200743
   282.4      -0.560486        1.43348       -3.93603     0.00199861
   282.5      -0.581103        2.05178       -9.32969     0.00198983
   282.6       -0.34253        1.19893        -5.0956     0.00198109
   282.7      0.0583237      -0.492122        3.38773     0.00197238
   282.8       0.389344       -1.73701        9.21273     0.00196371
   282.9       0.501653        -1.6904        6.31537     0.00195507
     283       0.461663      -0.981762       0.428935     0.00194646
   283.1       0.395385      -0.424199       -1.29535     0.00193789
   283.2       0.381855      -0.112583       -4.10258     0.00192936
   283.3       0.507599       -1.03497        2.17518     0.00192086
   283.4       0.584304       -1.82395        9.61042      0.0019124
   283.5       0.410599      -0.753784        3.60609     0.00190397
   283.6       0.157623       0.945002       -8.04526     0.00189557
   283.7       0.138066        1.21241       -10.9933     0.00188721
   283.8       0.435793      -0.415119       -2.59068     0.00187888
   283.9       0.836683       -2.81315          11.57     0.00187058
     284       0.979076       -3.87218          18.74     0.00186232
   284.1       0.679456       -2.46499        11.5832      0.0018541
   284.2       0.122201       0.262051       -2.84502      0.0018459
   284.3      -0.336847        2.32391       -13.1812     0.00183774
   284.4      -0.452773        2.34685       -10.5201     0.00182962
   284.5      -0.322423        1.33012       -2.58451     0.00182152
   284.6      -0.158704        1.01796       -4.57397     0.00181346
   284.7      0.0774862       0.201493       0.523458     0.00180543
   284.8       0.306322      -0.281757       0.894104     0.00179744
   284.9       0.539723        -0.4052       -5.61136     0.00178947
     285       0.901982       -2.02193        6.03835     0.00178154
   285.1        1.18491       -3.18559        9.59106     0.00177365
   285.2        1.26426       -3.88152        15.3852     0.00176578
   285.3       0.999694        -2.7283        9.77381     0.00175795
   285.4       0.543636      -0.494369       -4.15848     0.00175014
   285.5       0.224471       0.416223       -5.48843     0.00174237
   285.6      0.0804274       0.342596       -1.75569     0.00173464
   285.7      0.0124677      0.0743094       -0.44772     0.00172693
   285.8     -0.0696523      -0.309682        5.40881     0.00171926
   285.9      -0.308775       0.813022       -1.89573     0.00171161
     286      -0.524076        2.12009       -10.5128       0.001704
   286.1      -0.465653        1.54903       -4.40551     0.00169642
   286.2       -0.25989        0.45144       0.872183     0.00168887
   286.3     -0.0745819      -0.165646        1.35652     0.00168135
   286.4       0.052951      -0.617898        3.99227     0.00167386
   286.5      0.0753849      -0.416021        1.04527     0.00166641
   286.6      0.0532639      -0.184766       0.974097     0.00165898
   286.7      0.0177406       0.126308       -1.18198     0.00165159
   286.8      0.0074531       0.243681       -1.62526     0.00164422
   286.9      0.0321422       0.343444       -2.88905     0.00163688
     287       0.137003     -0.0573585        -1.0583     0.00162958
   287.1       0.274961       -0.83408        4.05082      0.0016223
   287.2       0.293084       -0.72712         3.6373     0.00161506
   287.3       0.219998       0.281426       -5.55603     0.00160784
   287.4       0.325526      -0.197036       -4.04704     0.00160066
   287.5        0.57391       -2.14453        10.1946      0.0015935
   287.6       0.573092       -2.52947        13.9456     0.00158638
   287.7       0.207256      -0.626517        2.58276     0.00157928
   287.8      -0.247714        1.56284       -7.93901     0.00157221
   287.9       -0.50357        2.69532       -14.1335     0.00156518
     288      -0.423135        2.03557       -10.0842     0.00155817
   288.1      -0.115317       0.246018       0.953469     0.00155119
   288.2       0.166265       -1.25293        8.80865     0.00154423
   288.3       0.207606       -1.32923        8.79023     0.00153731
   288.4      0.0194004       0.176561       -3.14499     0.00153042
   288.5       -0.10025       0.950634        -8.2588     0.00152355
   288.6    -0.00015316      -0.185796       0.859757     0.00151672
   288.7      0.0651847       -1.05006        5.45347     0.00150991
   288.8     -0.0883356      -0.751555        5.48148     0.00150313
   288.9      -0.445273        0.26418        6.01986     0.00149637
     289      -0.972036        2.86762       -10.1786     0.00148965
   289.1        -1.2942        4.37468       -19.3955     0.00148295
   289.2       -1.19964        3.35359       -11.1293     0.00147628
   289.3      -0.912652        1.55556       0.657121     0.00146964
   289.4      -0.738809       0.808624        4.95068     0.00146303
   289.5      -0.772234        1.76141         -4.965     0.00145644
   289.6      -0.753955        2.38627       -12.6251     0.00144989
   289.7      -0.499661        1.26998       -4.43373     0.00144335
   289.8      -0.167672      -0.137229        1.06021     0.00143685
   289.9      0.0753151       -1.49409        8.89636     0.00143037
     290       0.015287       -1.29523        8.92234     0.00142392
   290.1       -0.32668       0.568973       -2.17516      0.0014175
   290.2      -0.637908        1.96447       -10.2099      0.0014111
   290.3      -0.725883        1.53483       -1.84227     0.00140474
   290.4       -0.78012        1.60565       -4.20139     0.00139839
   290.5      -0.808083         1.5427       -1.52669     0.00139208
   290.6       -0.83395        1.82574       -4.21093     0.00138579
   290.7      -0.801991        2.04843       -7.36104     0.00137952
   290.8       -0.62325         1.5237       -5.18671     0.00137328
   290.9      -0.320611       0.356104      -0.148755     0.00136707
     291     -0.0050472       -1.07447        6.62785     0.00136089
   291.1       0.123566       -1.64083        10.2621     0.00135473
   291.2     -0.0306386      -0.443712        1.56859     0.00134859
   291.3      -0.265076       0.930813       -4.15507     0.00134248
   291.4      -0.397643        1.90842       -10.6141      0.0013364
   291.5       -0.27008        1.40458       -6.78019     0.00133034
   291.6      0.0597924      0.0254513    -0.00313722     0.00132431
   291.7        0.44222       -1.43959        4.38631     0.00131831
   291.8       0.751638       -2.72968        10.2803     0.00131232
   291.9       0.855729       -3.03928        11.5559     0.00130637
     292        0.73961        -2.3037         6.3416     0.00130044
   292.1       0.515039       -1.37358        2.78713     0.00129453
   292.2       0.288743      -0.573456        -1.9931     0.00128865
   292.3       0.148527      -0.818566        3.73199     0.00128279
   292.4     -0.0711423       -0.54228        5.81527     0.00127696
   292.5      -0.444617       0.881571        0.15799     0.00127115
   292.6      -0.825994        2.57515       -8.80431     0.00126537
   292.7      -0.998082        3.27149       -12.7613     0.00125961
   292.8       -0.88739        2.77386       -10.8456     0.00125388
   292.9      -0.560284         1.4474       -4.62245     0.00124816
     293      -0.152751      -0.229839         4.2704     0.00124248
   293.1       0.139367        -1.0902        6.85538     0.00123682
   293.2       0.263688      -0.694032       -1.20224     0.00123118
   293.3       0.439408       -1.09312      -0.484349     0.00122556
   293.4       0.689572       -2.63093        9.38087     0.00121997
   293.5       0.731466       -3.35357        15.7853      0.0012144
